科技成果转化技术分享交流:初创企业商业模式和运营拓展(217)	初创企业商业模式和运营拓展(839)
科技驱动 创新引领2018医学院士高峰论坛(224)	科技驱动 创新引领2018医学院士高峰论坛(860)
第三届中国社会办医与医院管理高峰论坛(239)	第三届中国社会办医与医院管理高峰论坛(886)
中国医养整合联盟第二届论坛(262)	中国医养整合联盟第二届论坛(961)
科技成果转化技术分享交流·课程的主题是慢病管理分级诊疗(225)	科技成果转化技术分享交流·课程的主题是慢病管理分级诊疗(861)
国家卫生健康委医管中心医疗相关标准（医院后勤管理）宣贯培训会(232)	国家卫生健康委医管中心医疗相关标准（医院后勤管理）宣贯培训会(875)
中国医养整合联盟第二届论坛(262)	中国医养整合联盟第二届论坛(961)
国家卫生健康委医管中心医疗相关标准（医疗机构管理）宣贯培训会(260)	国家卫生健康委医管中心医疗相关标准（医疗机构管理）宣贯培训会(951)
智慧医疗 创新发展——长三角医院协同发展战略联盟高峰论坛(256)	智慧医疗 创新发展——长三角医院协同发展战略联盟高峰论坛(933)
智慧医疗 创新发展——长三角医院协同发展战略联盟高峰论坛(256)	【论坛一】 强院之本 科技助力专科发展(942)
智慧医疗 创新发展——长三角医院协同发展战略联盟高峰论坛(256)	【论坛二】 破旧立新 建立医院运营新机制(943)
智慧医疗 创新发展——长三角医院协同发展战略联盟高峰论坛(256)	【论坛三】 大象善舞 医院集团化管控之道(944)
智慧医疗 创新发展——长三角医院协同发展战略联盟高峰论坛(256)	【论坛四】 永续经营 医院精细化管理实践(945)
智慧医疗 创新发展——长三角医院协同发展战略联盟高峰论坛(256)	【论坛五】 提效扩容 智慧医院创新样本(946)
智慧医疗 创新发展——长三角医院协同发展战略联盟高峰论坛(256)	【论坛六】 同质共赢 赋能医联体建设(947)
自信百年 精神永驻——长青藤百年医院联盟高峰论坛(253)	自信百年 精神永驻——长青藤百年医院联盟高峰论坛(930)
医疗标准（血液）宣贯会(245)	医疗标准（血液）宣贯会(892)
众星齐聚为AI护乳腺发声(244)	众星齐聚为AI护乳腺发声(891)
中国医院科技发展高峰论坛 暨郑州大学第一附属医院建院90周年学术论坛&科技成果展(242)	中国医院科技发展高峰论坛 暨郑州大学第一附属医院建院90周年学术论坛&科技成果展(890)
医疗相关标准（医院感染控制）宣贯会(241)	医疗相关标准（医院感染控制）宣贯会(888)
第三届中国社会办医与医院管理高峰论坛(239)	第三届中国社会办医与医院管理高峰论坛(886)
一带一路院士高峰论坛(237)	一带一路院士高峰论坛(882)
医疗标准（医院感染控制）宣贯会(235)	医疗标准（医院感染控制）宣贯会(879)
全球首次神经影像人工智能人机大赛(230)	全球首次神经影像人工智能人机大赛 6月30日直播来袭(868)
科技成果转化技术分享交流·家庭医生服务的发展方向(229)	科技成果转化技术分享交流·家庭医生服务的发展方向(867)
科技驱动 创新引领2018医学院士高峰论坛(224)	科技驱动 创新引领2018医学院士高峰论坛(860)
科技成果转化技术分享交流·康复医疗的投资观察(222)	康复医疗的投资观察(854)
改善医疗服务行动管理论坛(223)	改善医疗服务行动管理论坛(859)
百川医疗科技成果转化技术分享交流：认知分析在医疗防控领域的应用(221)	百川医疗科技成果转化技术分享交流：认知分析在医疗防控领域的应用(851)
科技成果转化技术分享交流:初创企业商业模式和运营拓展(217)	初创企业商业模式和运营拓展(839)
医联体&分级诊疗系列课程(212)	基于医疗联合体的分级诊疗体系构建(825)
科技成果转化技术分享交流(208)	静安区|基层卫生管理培训课程之人工智能专场(817)
科技成果转化技术分享交流(208)	智能分娩训练仪——创新医疗器械替代传统医疗手术  (827)
医药改革系列课程(207)	药师服务能力培训实践(806)
科技成果转化技术培训：智能化呼吸设备的未来发展趋势和创业机会(198)	科技成果转化技术培训：智能化呼吸设备的未来发展趋势和创业机会(788)
医疗器械软件注册生存周期、注册申报及路径规划(193)	医疗器械软件注册生存周期、注册申报及路径规划(777)
2017医学创新发展与人才培养论坛暨首届昆医附一院院士论坛(189)	2017医学创新发展与人才培养论坛暨首届昆医附一院院士论坛<一>(770)
2017医学创新发展与人才培养论坛暨首届昆医附一院院士论坛(189)	2017医学创新发展与人才培养论坛暨首届昆医附一院院士论坛<二>(771)
2017医学创新发展与人才培养论坛暨首届昆医附一院院士论坛(189)	2017医学创新发展与人才培养论坛暨首届昆医附一院院士论坛<三>(772)
2017医学创新发展与人才培养论坛暨首届昆医附一院院士论坛(189)	2017医学创新发展与人才培养论坛暨首届昆医附一院院士论坛<四>(773)
“百年积淀 十载辉煌”2017医院管理国际高峰论坛暨华山医院创建110周年学术活动(184)	2017医院管理国际高峰论坛暨华山医院建院110周年纪念活动(上)(757)
“百年积淀 十载辉煌”2017医院管理国际高峰论坛暨华山医院创建110周年学术活动(184)	2017医院管理国际高峰论坛暨华山医院创建110周年学术活动（下）(758)
熵量·海外：聚焦海外医健投融资(185)	熵量·海外：聚焦海外医健投融资《第一期》(763)
科技成果转化技术培训系列：医院信息化(180)	科技成果转化技术培训系列：医院信息化(753)
2016年度中国医院排行榜（复旦版）发布会(183)	2016年度中国医院排行榜（复旦版）发布会(756)
大型公立医院医联体建设的探索与实践(179)	大型公立医院医联体建设的探索与实践(752)
江苏省医院协会医院管理评价研究专业委员会第二届年会(175)	国际交流·医院医疗服务流程的设计与体验最优化(736)
江苏省医院协会医院管理评价研究专业委员会第二届年会(175)	会前会：新时代医院管理的研究(737)
江苏省医院协会医院管理评价研究专业委员会第二届年会(175)	长江学者话创新专场(738)
江苏省医院协会医院管理评价研究专业委员会第二届年会(175)	医院管理优秀案例评选总决赛(739)
江苏省医院协会医院管理评价研究专业委员会第二届年会(175)	开幕式暨江苏省医院协会医院管理评价研究专委会第二届年会(740)
江苏省医院协会医院管理评价研究专业委员会第二届年会(175)	江苏医院院长管理荟萃(741)
2017国际绿色医疗论坛(170)	2017国际绿色医疗论坛(731)
2017长三角城市群医院协同发展战略联盟峰会暨国际医疗质量与患者安全高峰论坛(168)	2017长三角城市群医院协同发展战略联盟峰会暨国际医疗质量与患者安全高峰论坛开幕式及主论坛(709)
2017长三角城市群医院协同发展战略联盟峰会暨国际医疗质量与患者安全高峰论坛(168)	分论坛一： 精益求精－照进医疗质量管理的现实(710)
2017长三角城市群医院协同发展战略联盟峰会暨国际医疗质量与患者安全高峰论坛(168)	分论坛二： 服务先行－如何提升患者获得感(711)
2017长三角城市群医院协同发展战略联盟峰会暨国际医疗质量与患者安全高峰论坛(168)	分论坛三： 资源整合－探寻分级诊疗路径(712)
2017长三角城市群医院协同发展战略联盟峰会暨国际医疗质量与患者安全高峰论坛(168)	风·云对话：医改，路在何方？(713)
2017长三角城市群医院协同发展战略联盟峰会暨国际医疗质量与患者安全高峰论坛(168)	分论坛四： 厚积力量－优势人才培养路径(714)
2017长三角城市群医院协同发展战略联盟峰会暨国际医疗质量与患者安全高峰论坛(168)	分论坛五： 谈“效”风生 －绩效与激励机制(715)
2017长三角城市群医院协同发展战略联盟峰会暨国际医疗质量与患者安全高峰论坛(168)	分论坛六： 挑战与机遇－零差率之后(716)
智慧医疗基层卫生|静安区卫生和计划生育委员会 物联网+心电专场(172)	智慧医疗基层卫生|静安区卫生和计划生育委员会 物联网+心电专场(733)
心血管理领域智慧医疗健康管理和科技创新(165)	心血管理领域智慧医疗健康管理和科技创新(663)
做好医院信息化管理的实用技巧(162)	_二_团队建设与人才培养  (986)
2017全国医院擂台赛总决赛暨三年总结论坛(157)	全国医院擂台赛总决赛暨三年总结论坛：这三年【行与思】(626)
2017全国医院擂台赛总决赛暨三年总结论坛(157)	全国医院擂台赛总决赛(627)
2017全国医院擂台赛总决赛暨三年总结论坛(157)	改善医疗服务行动三年总结论坛(628)
医疗的不确定性(145)	医疗的不确定性（下）(573)
大健康产业背景下生命科学的引领作用和机会(163)	大健康产业背景下生命科学的引领作用和机会(655)
百川医汇|医疗科技创新成果转化之投融资对接会(158)	百川医汇|医疗科技创新成果转化之投融资对接会(636)
智慧医疗与科技创新在慢病管理的趋势与前沿(150)	智慧医疗与科技创新在慢病管理的趋势与前沿(594)
中国医院临床专科建设与发展论坛暨复旦大学附属中山医院80周年学术论坛(147)	圈子1： 党院办主任沙龙(576)
中国医院临床专科建设与发展论坛暨复旦大学附属中山医院80周年学术论坛(147)	护理管理分论坛二 循证实践与专科价值(577)
中国医院临床专科建设与发展论坛暨复旦大学附属中山医院80周年学术论坛(147)	对话： 院长VS 科主任(578)
中国医院临床专科建设与发展论坛暨复旦大学附属中山医院80周年学术论坛(147)	第六届中国医院临床专科建设与发展论坛·2017 开幕式(579)
中国医院临床专科建设与发展论坛暨复旦大学附属中山医院80周年学术论坛(147)	分论坛一 中山医院专场： 平台战略下的优势学科群打造(580)
中国医院临床专科建设与发展论坛暨复旦大学附属中山医院80周年学术论坛(147)	分论坛二：共建个体化医疗时代的 MDT 模式(581)
中国医院临床专科建设与发展论坛暨复旦大学附属中山医院80周年学术论坛(147)	分论坛四:学科品牌建设与医院文化(582)
中国医院临床专科建设与发展论坛暨复旦大学附属中山医院80周年学术论坛(147)	首届金誉奖中国医院最佳形象宣传片评选颁奖典礼(584)
中国医院临床专科建设与发展论坛暨复旦大学附属中山医院80周年学术论坛(147)	分论坛六：医院专科辅助平台建设与运营保障(585)
中国医院临床专科建设与发展论坛暨复旦大学附属中山医院80周年学术论坛(147)	分论坛九：基于疾病系统整合的优势专科建设(586)
中国医院临床专科建设与发展论坛暨复旦大学附属中山医院80周年学术论坛(147)	分论坛十：AI技术推动临床创新(587)
基于项目管理的医院竞争力提升策略(131)	基于项目管理的医院竞争力提升策略<三>(487)
基于项目管理的医院竞争力提升策略(131)	基于项目管理的医院竞争力提升策略<四>(488)
医务管理体系的战略思考与实践(133)	解决方案 （下） (982)
科技成果转化技术分享交流·智慧医疗创新理论与实践展示专场(236)	科技成果转化技术分享交流·智慧医疗创新理论与实践展示专场(878)
国家卫生健康委医管中心医疗相关标准（医院后勤管理）宣贯培训会(232)	国家卫生健康委医管中心医疗相关标准（医院后勤管理）宣贯培训会(875)
国家卫生健康委医管中心医疗标准（医院感染控制）宣贯培训会 (228)	国家卫生健康委医管中心医疗标准（医院感染控制）宣贯培训会 (866)
【百年院庆|系列论坛】医院临床科研创新的产业化思考(226)	【百年院庆|系列论坛】医院临床科研创新的产业化思考(863)
科技成果转化技术分享交流·课程的主题是慢病管理分级诊疗(225)	科技成果转化技术分享交流·课程的主题是慢病管理分级诊疗(861)
《健康大讲堂》(197)	《健康大讲堂》(787)
科技创新成果转化技术分享交流——骨科慢病医联体模式探索(196)	科技创新成果转化技术分享交流 ——骨科慢病医联体模式探索(786)
科技成果转化技术培训系列:卒中临床决策及智能化医院信息化市场发展走向与智能化硬件实例分享(190)	科技成果转化技术培训系列:卒中临床决策及智能化医院信息化市场发展走向与智能化硬件实例分享(774)
首届中国整合养生学论坛暨中国寿乡联盟养生医学学术研讨会(188)	健康长寿与养生医学研讨会(766)
首届中国整合养生学论坛暨中国寿乡联盟养生医学学术研讨会(188)	分论坛一：环境性疾病现状与防治措施(767)
首届中国整合养生学论坛暨中国寿乡联盟养生医学学术研讨会(188)	（首届中国整合养生学论坛）主论坛（上）(768)
首届中国整合养生学论坛暨中国寿乡联盟养生医学学术研讨会(188)	（首届中国整合养生学论坛）主论坛（下）(769)
国家卫计委医疗标准宣贯培训(186)	国家卫计委医疗标准宣贯培训(764)
科技成果转化技术培训系列：外科培训产品的创新和应用(187)	科技成果转化技术培训系列：外科培训产品的创新和应用(765)
《健康大讲堂》(176)	《健康大讲堂》(743)
智慧医疗基层卫生|奉贤区卫生和计划生育委员会 物联网+呼吸+儿科专场(171)	智慧医疗基层卫生|奉贤区卫生和计划生育委员会 物联网+呼吸+儿科专场(732)
科技成果转化技术培训系列——高血压&精准医疗专场(167)	科技成果转化技术培训系列——高血压&精准医疗专场(708)
2017中美班集训(107)	精神障碍诊断与鉴别诊断(337)
2017中美班集训(107)	整合式短程心理咨询(338)
临床检验行业标准宣贯会议(89)	临床检验行业标准宣贯会议(266)